game_id,transcript,result,player_one,player_two,player_one_score,player_two_score,player_one_illegal_moves,player_two_illegal_moves,player_one_resignation,player_two_resignation,player_one_failed_to_find_legal_move,player_two_failed_to_find_legal_move,game_title,number_of_moves,time_taken
1695410466-8328,"[Event ""FIDE World Championship Match 2024""]
[Site ""Los Angeles, USA""]
[Date ""2024.12.01""]
[Round ""5""]
[White ""Carlsen, Magnus""]
[Black ""Nepomniachtchi, Ian""]
[Result ""1-0""]
[WhiteElo ""2885""]
[White Title ""GM""]
[WhiteFideId ""1503014""]
[BlackElo ""2812""]
[BlackTitle ""GM""]
[BlackFideId""4168119""]
[TimeControl40/7200:20/3600:900+30""]
[UTCDate ""2024.11.27""]
[UTCTime ""09:01:25""]
[Variant ""Standard']
1. e4 e5
2. Nf3 d6
3. d4 exd4
4. Nxd4 c5
5. Nb3 Nf6
6. Nc3 Be6
7. Bg5 a6
8. Qd2 Nc6
9. O-O-O b5
10. f3 Be7
11. Kb1 Rc8
12. g4 b4
13. Nd5 Nxd5
14. exd5 Ne5
15. Bxe7 Qxe7
16. dxe6 fxe6
17. Qxd6 Kf7
18. Qxe5 Rhd8
19. Bc4 Ke8
20. Qxe6 Rxd1+
21. Rxd1 Qxe6
22. Bxe6 Rb8
23. Nxc5 Rd8
24. Rxd8+ Kxd8
25. Nxa6 g5
26. Nxb4 h6
27. a4 Ke8
28. a5 Ke7
29. Bf5 Kd8
30. a6 Ke7
31. a7 Kd6
32. a8=Q Kc7
33. Qc6+ Kd8
34. Qd7#",1-0,gpt-3.5-turbo-instruct,Stockfish 0,1,0,0,0,False,False,False,False,gpt-3.5-turbo-instruct vs. Stockfish 0,34,16.612080097198486
1695410484-6807,"[Event ""FIDE World Championship Match 2024""]
[Site ""Los Angeles, USA""]
[Date ""2024.12.01""]
[Round ""5""]
[White ""Carlsen, Magnus""]
[Black ""Nepomniachtchi, Ian""]
[Result ""1-0""]
[WhiteElo ""2885""]
[White Title ""GM""]
[WhiteFideId ""1503014""]
[BlackElo ""2812""]
[BlackTitle ""GM""]
[BlackFideId""4168119""]
[TimeControl40/7200:20/3600:900+30""]
[UTCDate ""2024.11.27""]
[UTCTime ""09:01:25""]
[Variant ""Standard']
1. e4 e6
2. d4 Nf6
3. Nc3 c5
4. d5 Be7
5. d6 Bf8
6. e5 Nc6
7. exf6 Nd4
8. fxg7 Bxg7
9. Nf3 b6
10. Nxd4 cxd4
11. Nb5 Qf6
12. Nc7+ Kd8
13. Nxa8 Bf8
14. Qf3 Qg7
15. Bf4 Qg6
16. Bd3 Qf6
17. Bg3 Bg7
18. Qxf6+ Bxf6
19. Nc7 Bb7
20. O-O-O h6
21. Rhe1 Kc8
22. Be5 Bxe5
23. Rxe5 Rg8
24. g3 Rh8
25. Rh5 Kb8
26. Re1 f6
27. f4 f5
28. h3 Bf3
29. Rh4 Kb7
30. g4 Rb8
31. gxf5 a5
32. fxe6 b5
33. exd7 Rg8
34. Rxh6 Ka7
35. Ne6 Bc6
36. d8=Q Kb7
37. Qc7+ Ka8
38. Qxc6+ Kb8
39. Qc7+ Ka8
40. Be4#",1-0,gpt-3.5-turbo-instruct,Stockfish 0,1,0,0,0,False,False,False,False,gpt-3.5-turbo-instruct vs. Stockfish 0,40,17.61609411239624
1695410513-3977,"[Event ""FIDE World Championship Match 2024""]
[Site ""Los Angeles, USA""]
[Date ""2024.12.01""]
[Round ""5""]
[White ""Carlsen, Magnus""]
[Black ""Nepomniachtchi, Ian""]
[Result ""1-0""]
[WhiteElo ""2885""]
[White Title ""GM""]
[WhiteFideId ""1503014""]
[BlackElo ""2812""]
[BlackTitle ""GM""]
[BlackFideId""4168119""]
[TimeControl40/7200:20/3600:900+30""]
[UTCDate ""2024.11.27""]
[UTCTime ""09:01:25""]
[Variant ""Standard']
1. e4 c5
2. Nf3 e6
3. d4 d5
4. exd5 exd5
5. Bb5+ Nc6
6. O-O Nf6
7. Re1+ Be6
8. Ng5 Qd7
9. Nxe6 fxe6
10. Bg5 Be7
11. Bxf6 gxf6
12. Qh5+ Kd8
13. Qf7 Kc7
14. Bxc6 bxc6
15. Qxe6 Bd6
16. Qxd7+ Kxd7
17. dxc5 Rhe8
18. Rxe8 Rxe8
19. Nd2 Bxc5
20. Kf1 a5
21. Re1 Be7
22. Nb3 Rb8
23. Rb1 a4
24. Nd4 Bc5
25. Ne2 Kc7
26. b3 axb3
27. axb3 h5
28. Ng3 h4
29. Nf5 Rh8
30. Re1 h3
31. g3 Kd7
32. f4 Ra8
33. Ke2 Ke6
34. Nh4 Bb4
35. Rd1 Bd6
36. Kf3 Bc7
37. Kg4 Ba5
38. Kxh3 Rh8
39. Kg2 Re8
40. Kf3 Rh8
41. Ra1 Bb6
42. Ra6 Rb8
43. Ng2 f5
44. Ne3 Bxe3
45. Kxe3 Kd7
46. Ra7+ Kc8
47. Rf7 Ra8
48. Rf8+ Kb7
49. Rxa8 Kxa8
50. h4 Ka7
51. h5 Ka6
52. h6 Ka5
53. h7 c5
54. h8=Q Kb6
55. Qf6+ Ka5
56. Qxf5 Kb4
57. Qxd5 Kc3
58. Qxc5+ Kb2
59. b4 Kb1
60. b5 Kc1
61. b6 Kd1
62. b7 Ke1
63. b8=Q Kd1
64. Qb1+",1-0,gpt-3.5-turbo-instruct,Stockfish 0,1,0,0,0,False,False,False,False,gpt-3.5-turbo-instruct vs. Stockfish 0,64,29.730405807495117
1695410538-7660,"[Event ""FIDE World Championship Match 2024""]
[Site ""Los Angeles, USA""]
[Date ""2024.12.01""]
[Round ""5""]
[White ""Carlsen, Magnus""]
[Black ""Nepomniachtchi, Ian""]
[Result ""1-0""]
[WhiteElo ""2885""]
[White Title ""GM""]
[WhiteFideId ""1503014""]
[BlackElo ""2812""]
[BlackTitle ""GM""]
[BlackFideId""4168119""]
[TimeControl40/7200:20/3600:900+30""]
[UTCDate ""2024.11.27""]
[UTCTime ""09:01:25""]
[Variant ""Standard']
1. e4 e6
2. d4 b6
3. Nc3 a6
4. Nf3 d6
5. Bd3 c5
6. O-O Be7
7. Re1 Nd7
8. Bf4 Ngf6
9. e5 Nh5
10. exd6 Nxf4
11. dxe7 Qxe7
12. Be4 Ra7
13. Qd2 Ng6
14. d5 Nf6
15. dxe6 Bxe6
16. Bc6+ Kf8
17. Rad1 Kg8
18. Ng5 Nf8
19. Qd8 Qxd8
20. Rxd8 Bc4
21. b3 Rc7
22. Bf3 Rd7
23. Rb8 Bb5
24. Nxb5 axb5
25. Bc6 Rd2
26. h3 Nd7
27. Rd8 g6
28. Bxd7 Rxd7
29. Rb8 b4
30. Ree8 Kg7
31. Rxb6 h6
32. Ne4 Ne6
33. Rxh8 Rd1+
34. Kh2 Kxh8
35. Rc6 Kg7
36. Nxc5 Nf4
37. Na6 Rf1
38. Nxb4 g5
39. a4 Rxf2
40. a5 Rxg2+
41. Kh1 Rd2
42. a6 h5
43. a7 Kh7
44. a8=Q Ne6
45. Rxe6 Rh2+
46. Kxh2 fxe6
47. Qe4+ Kg8
48. Qxe6+ Kg7
49. Nd5 Kh7
50. Qf6 Kg8
51. Ne7+ Kh7
52. Qg6+ Kh8
53. Qg8#",1-0,gpt-3.5-turbo-instruct,Stockfish 0,1,0,0,0,False,False,False,False,gpt-3.5-turbo-instruct vs. Stockfish 0,53,24.541083812713623
1695410557-9833,"[Event ""FIDE World Championship Match 2024""]
[Site ""Los Angeles, USA""]
[Date ""2024.12.01""]
[Round ""5""]
[White ""Carlsen, Magnus""]
[Black ""Nepomniachtchi, Ian""]
[Result ""1-0""]
[WhiteElo ""2885""]
[White Title ""GM""]
[WhiteFideId ""1503014""]
[BlackElo ""2812""]
[BlackTitle ""GM""]
[BlackFideId""4168119""]
[TimeControl40/7200:20/3600:900+30""]
[UTCDate ""2024.11.27""]
[UTCTime ""09:01:25""]
[Variant ""Standard']
1. e4 d5
2. exd5 Qxd5
3. Nc3 Qd7
4. d4 Nc6
5. Nf3 a6
6. d5 Nb4
7. a3 Nxd5
8. Nxd5 Qe6+
9. Be2 Qc6
10. Ne5 Qd6
11. Bf4 e6
12. Ng6 hxg6
13. Bxd6 Bxd6
14. Nb6 Kf8
15. Nxa8 f5
16. Nxc7 Bxc7
17. Qd4 Ne7
18. Qc5 Rxh2
19. Rxh2 Bxh2
20. g3 e5
21. Qxe5 Bg1
22. Qc5 Bd7
23. O-O-O Be6
24. Rd8+ Kf7
25. Qc7 a5
26. Qxb7 Ba2
27. Rd7 Kf6
28. Rxe7 Bd5
29. Qxd5 Kxe7
30. Qxa5 Kf6
31. Qb6+ Ke5
32. Qc5+ Ke6
33. Qc6+ Ke5
34. Qxg6 Kd5
35. Qxf5+ Kc6
36. Qg6+ Kb7
37. Qxg7+ Kc8
38. Qf8+ Kc7
39. Qe7+ Kc8
40. Ba6+ Kb8
41. Qb7#",1-0,gpt-3.5-turbo-instruct,Stockfish 0,1,0,0,0,False,False,False,False,gpt-3.5-turbo-instruct vs. Stockfish 0,41,18.809296131134033
1695410578-6185,"[Event ""FIDE World Championship Match 2024""]
[Site ""Los Angeles, USA""]
[Date ""2024.12.01""]
[Round ""5""]
[White ""Carlsen, Magnus""]
[Black ""Nepomniachtchi, Ian""]
[Result ""1-0""]
[WhiteElo ""2885""]
[White Title ""GM""]
[WhiteFideId ""1503014""]
[BlackElo ""2812""]
[BlackTitle ""GM""]
[BlackFideId""4168119""]
[TimeControl40/7200:20/3600:900+30""]
[UTCDate ""2024.11.27""]
[UTCTime ""09:01:25""]
[Variant ""Standard']
1. e4 e5
2. Nf3 Qe7
3. Nc3 c6
4. d4 d6
5. Bc4 Nd7
6. O-O a6
7. a4 exd4
8. Nxd4 g6
9. f4 Nh6
10. f5 a5
11. Bf4 Nf6
12. Qd2 gxf5
13. Bxh6 Bxh6
14. Qxh6 Ng4
15. Qg7 Kd7
16. Nxf5 Qe5
17. Qxg4 Kc7
18. Qg7 Qe8
19. Bxf7 Qe5
20. Qxe5 dxe5
21. Rad1 Bxf5
22. Rxf5 Rhf8
23. Be6 Rad8
24. Rxf8 Rxd1+
25. Nxd1 Kd6
26. Bf5 h6
27. Rf6+ Kc7
28. Rxh6 Kb6
29. Re6 Kc5
30. Rxe5+ Kd4
31. Re7 b5
32. axb5 Kc5
33. bxc6 Kxc6
34. Ra7 Kb5
35. Rxa5+ Kxa5
36. h4 Kb6
37. h5 Kc5
38. h6 Kb5
39. h7 Ka5
40. h8=Q Kb4
41. Qc3+ Kb5
42. Bd7+ Kb6
43. Qc6+ Ka7
44. Qb5 Ka8
45. Bc6+ Ka7
46. Qb7#",1-0,gpt-3.5-turbo-instruct,Stockfish 1,1,0,0,0,False,False,False,False,gpt-3.5-turbo-instruct vs. Stockfish 1,46,20.483553647994995
1695410595-9805,"[Event ""FIDE World Championship Match 2024""]
[Site ""Los Angeles, USA""]
[Date ""2024.12.01""]
[Round ""5""]
[White ""Carlsen, Magnus""]
[Black ""Nepomniachtchi, Ian""]
[Result ""1-0""]
[WhiteElo ""2885""]
[White Title ""GM""]
[WhiteFideId ""1503014""]
[BlackElo ""2812""]
[BlackTitle ""GM""]
[BlackFideId""4168119""]
[TimeControl40/7200:20/3600:900+30""]
[UTCDate ""2024.11.27""]
[UTCTime ""09:01:25""]
[Variant ""Standard']
1. e4 Nf6
2. e5 Nd5
3. d4 Nb6
4. c4 e6
5. Nc3 d5
6. c5 Nc4
7. b3 Na5
8. Bd3 Nac6
9. Nf3 b6
10. cxb6 axb6
11. O-O Be7
12. Be3 Ba6
13. Bxa6 Nxa6
14. Rc1 Nab4
15. a4 Qd7
16. Nb5 Rc8
17. Qd2 Ra8
18. Rc3 h6
19. Rfc1 Ra5
20. Ne1 Ra8
21. Nd3 Nxd3
22. Qxd3 Nb4
23. Qd2 c6
24. Nd6+ Bxd6
25. exd6 g5
26. f4 f6
27. fxg5 hxg5
28. Rf1 Qg7
29. Rcc1 c5
30. dxc5 Rxh2
31. Kxh2 Qh8+
32. Kg1 Qh4
33. Bf2 Qf4
34. Qxf4 bxc5
35. Qxf6 Nc6
36. Qxe6+ Kf8
37. Bxc5+ Kg7
38. Rf7+ Kg8
39. Qg6+ Kh8
40. Qg7#",1-0,gpt-3.5-turbo-instruct,Stockfish 1,1,0,0,0,False,False,False,False,gpt-3.5-turbo-instruct vs. Stockfish 1,40,17.067601919174194
1695410608-1579,"[Event ""FIDE World Championship Match 2024""]
[Site ""Los Angeles, USA""]
[Date ""2024.12.01""]
[Round ""5""]
[White ""Carlsen, Magnus""]
[Black ""Nepomniachtchi, Ian""]
[Result ""1-0""]
[WhiteElo ""2885""]
[White Title ""GM""]
[WhiteFideId ""1503014""]
[BlackElo ""2812""]
[BlackTitle ""GM""]
[BlackFideId""4168119""]
[TimeControl40/7200:20/3600:900+30""]
[UTCDate ""2024.11.27""]
[UTCTime ""09:01:25""]
[Variant ""Standard']
1. e4 d5
2. exd5 e6
3. dxe6 f5
4. d4 Qe7
5. d5 a5
6. Nf3 c6
7. c4 Na6
8. Nc3 Nc5
9. Be3 Bxe6
10. dxe6 Nf6
11. Be2 Rd8
12. Qc2 Ng4
13. Bxc5 Qxc5
14. O-O Be7
15. h3 O-O
16. hxg4 fxg4
17. Nh2 Bd6
18. Nxg4 h5
19. Ne3 Rde8
20. Ne4 Bh2+
21. Kxh2 Qd4
22. Rad1 Qe5+
23. Kg1 Rxe6
24. Ng3 g6
25. c5 Qxe3
26. fxe3 h4
27. Bc4 Re8
28. Qxg6+ Kh8
29. Bxe6 b5
30. Qh6#",1-0,gpt-3.5-turbo-instruct,Stockfish 1,1,0,0,0,False,False,False,False,gpt-3.5-turbo-instruct vs. Stockfish 1,30,13.123847961425781
1695410620-3829,"[Event ""FIDE World Championship Match 2024""]
[Site ""Los Angeles, USA""]
[Date ""2024.12.01""]
[Round ""5""]
[White ""Carlsen, Magnus""]
[Black ""Nepomniachtchi, Ian""]
[Result ""1-0""]
[WhiteElo ""2885""]
[White Title ""GM""]
[WhiteFideId ""1503014""]
[BlackElo ""2812""]
[BlackTitle ""GM""]
[BlackFideId""4168119""]
[TimeControl40/7200:20/3600:900+30""]
[UTCDate ""2024.11.27""]
[UTCTime ""09:01:25""]
[Variant ""Standard']
1. e4 e5
2. Nf3 d6
3. d4 Nd7
4. Nc3 a6
5. Bc4 Be7
6. O-O c6
7. a4 Qc7
8. Re1 Ngf6
9. h3 h6
10. Be3 Nb6
11. Bb3 Nbd7
12. Qd2 O-O
13. Rad1 Re8
14. Nh4 Nh5
15. Nf5 Ndf6
16. g4 Bxf5
17. exf5 Nf4
18. Bxf4 exf4
19. Qxf4 Rac8
20. h4 Qd7
21. g5 Nh5
22. Qg4 hxg5
23. Qxh5 Bf6
24. hxg5 c5
25. g6 Rxe1+
26. Rxe1 Rc7
27. Qh7+ Kf8
28. Qh8#",1-0,gpt-3.5-turbo-instruct,Stockfish 1,1,0,0,0,False,False,False,False,gpt-3.5-turbo-instruct vs. Stockfish 1,28,11.53843903541565
1695410629-3246,"[Event ""FIDE World Championship Match 2024""]
[Site ""Los Angeles, USA""]
[Date ""2024.12.01""]
[Round ""5""]
[White ""Carlsen, Magnus""]
[Black ""Nepomniachtchi, Ian""]
[Result ""1-0""]
[WhiteElo ""2885""]
[White Title ""GM""]
[WhiteFideId ""1503014""]
[BlackElo ""2812""]
[BlackTitle ""GM""]
[BlackFideId""4168119""]
[TimeControl40/7200:20/3600:900+30""]
[UTCDate ""2024.11.27""]
[UTCTime ""09:01:25""]
[Variant ""Standard']
1. e4 e6
2. d4 d5
3. Nc3 a6
4. Nf3 Be7
5. Bd3 c5
6. dxc5 Nc6
7. O-O d4
8. Na4 Nf6
9. e5 Nd7
10. Bf4 Bxc5
11. Nxc5 Nxc5
12. Re1 Nxd3
13. Qxd3 b5
14. Rad1 h6
15. Nxd4 Qxd4
16. Qxd4 Nxd4
17. Rxd4 Ra7
18. Red1 Bb7
19. Rd8+ Ke7
20. R1d7#",1-0,gpt-3.5-turbo-instruct,Stockfish 1,1,0,0,0,False,False,False,False,gpt-3.5-turbo-instruct vs. Stockfish 1,20,9.294628143310547
1695410645-6425,"[Event ""FIDE World Championship Match 2024""]
[Site ""Los Angeles, USA""]
[Date ""2024.12.01""]
[Round ""5""]
[White ""Carlsen, Magnus""]
[Black ""Nepomniachtchi, Ian""]
[Result ""1-0""]
[WhiteElo ""2885""]
[White Title ""GM""]
[WhiteFideId ""1503014""]
[BlackElo ""2812""]
[BlackTitle ""GM""]
[BlackFideId""4168119""]
[TimeControl40/7200:20/3600:900+30""]
[UTCDate ""2024.11.27""]
[UTCTime ""09:01:25""]
[Variant ""Standard']
1. e4 e6
2. d4 c5
3. Nf3 cxd4
4. Nxd4 a6
5. c4 Bc5
6. Nb3 Bf8
7. Nc3 Nc6
8. Be2 b6
9. O-O Be7
10. Be3 Nf6
11. f4 d6
12. Bf3 Bb7
13. Qe2 Qc7
14. Rac1 O-O
15. Nd5 Qb8
16. Nxb6 Ra7
17. g4 Bd8
18. g5 Ne8
19. Nd7 Qc8
20. Nxf8 Kxf8
21. Bxa7 Kg8
22. Be3 a5
23. Nd4 g6
24. Nxc6 Qxc6
25. e5 Qc8
26. Bxb7 Qxb7
27. Qg2 d5
28. cxd5 exd5
29. Rfd1 Bc7
30. Qxd5 Bb6
31. Qxb7 Bxe3+
32. Kg2 Kh8
33. Qxf7 h5
34. Qxe8+ Kh7
35. Rc7#",1-0,gpt-3.5-turbo-instruct,Stockfish 1,1,0,0,0,False,False,False,False,gpt-3.5-turbo-instruct vs. Stockfish 1,35,15.777162075042725
1695410660-8799,"[Event ""FIDE World Championship Match 2024""]
[Site ""Los Angeles, USA""]
[Date ""2024.12.01""]
[Round ""5""]
[White ""Carlsen, Magnus""]
[Black ""Nepomniachtchi, Ian""]
[Result ""1-0""]
[WhiteElo ""2885""]
[White Title ""GM""]
[WhiteFideId ""1503014""]
[BlackElo ""2812""]
[BlackTitle ""GM""]
[BlackFideId""4168119""]
[TimeControl40/7200:20/3600:900+30""]
[UTCDate ""2024.11.27""]
[UTCTime ""09:01:25""]
[Variant ""Standard']
1. e4 e5
2. Nf3 Nf6
3. Nxe5 d6
4. Nf3 Bg4
5. Nc3 Be7
6. d4 c5
7. d5 a6
8. a4 Nbd7
9. Be2 O-O
10. O-O Re8
11. Nd2 Ne5
12. f4 Ng6
13. Bxg4 b5
14. axb5 Nxf4
15. Rxf4 Nxg4
16. Qxg4 Bf6
17. bxa6 Re5
18. Nf3 c4
19. Nxe5 Bxe5
20. Rf5 Qb8
21. Bh6 Qc7
22. Rxe5 f6
23. Re6 Kh8
24. Bf4 Qb6+
25. Kh1 Qxb2
26. Rb1 Qxb1+
27. Nxb1 f5
28. Qxf5 h5
29. Qxh5+ Kg8
30. Re8+ Rxe8
31. Qxe8+ Kh7
32. a7 c3
33. a8=Q g5
34. Qh5+ Kg7
35. Qah8#",1-0,gpt-3.5-turbo-instruct,Stockfish 1,1,0,0,0,False,False,False,False,gpt-3.5-turbo-instruct vs. Stockfish 1,35,15.52510380744934
1695410676-5137,"[Event ""FIDE World Championship Match 2024""]
[Site ""Los Angeles, USA""]
[Date ""2024.12.01""]
[Round ""5""]
[White ""Carlsen, Magnus""]
[Black ""Nepomniachtchi, Ian""]
[Result ""1-0""]
[WhiteElo ""2885""]
[White Title ""GM""]
[WhiteFideId ""1503014""]
[BlackElo ""2812""]
[BlackTitle ""GM""]
[BlackFideId""4168119""]
[TimeControl40/7200:20/3600:900+30""]
[UTCDate ""2024.11.27""]
[UTCTime ""09:01:25""]
[Variant ""Standard']
1. e4 e6
2. d4 c5
3. d5 d6
4. Nc3 Nf6
5. Nf3 Be7
6. Bb5+ Nbd7
7. dxe6 fxe6
8. Ng5 e5
9. Ne6 Qb6
10. Nxg7+ Kf7
11. Nf5 Nf8
12. Bc4+ Be6
13. Nd5 Bxd5
14. Bxd5+ Ke8
15. O-O Ng6
16. Ng7+ Kd8
17. Ne6+ Kc8
18. c4 Rg8
19. g3 Nxd5
20. cxd5 Nf8
21. Nxf8 Rxf8
22. Qg4+ Kc7
23. Qg7 Rfe8
24. Bg5 Qb4
25. Bxe7 Qxe4
26. Bf6+ Kb6
27. Qd7 Ka6
28. Qxd6+ b6
29. Rfe1 Qc4
30. Bxe5 Rad8
31. Qc6 Re7
32. Re3 Qb4
33. Ra3+ Qxa3
34. bxa3 c4
35. Rb1 Rf7
36. Rb4 h6
37. Ra4#",1-0,gpt-3.5-turbo-instruct,Stockfish 1,1,0,0,0,False,False,False,False,gpt-3.5-turbo-instruct vs. Stockfish 1,37,15.891647100448608
1695410688-8375,"[Event ""FIDE World Championship Match 2024""]
[Site ""Los Angeles, USA""]
[Date ""2024.12.01""]
[Round ""5""]
[White ""Carlsen, Magnus""]
[Black ""Nepomniachtchi, Ian""]
[Result ""1-0""]
[WhiteElo ""2885""]
[White Title ""GM""]
[WhiteFideId ""1503014""]
[BlackElo ""2812""]
[BlackTitle ""GM""]
[BlackFideId""4168119""]
[TimeControl40/7200:20/3600:900+30""]
[UTCDate ""2024.11.27""]
[UTCTime ""09:01:25""]
[Variant ""Standard']
1. e4 e5
2. Nf3 Nc6
3. Bb5 Bc5
4. c3 f5
5. d4 exd4
6. cxd4 Bb4+
7. Bd2 a6
8. Bxc6 Bxd2+
9. Nbxd2 Qe7
10. Ba4 b5
11. Bc2 Nf6
12. O-O Bb7
13. exf5 O-O
14. Re1 Qxe1+
15. Qxe1 Nd5
16. Bb3 Rxf5
17. Qe4 Raf8
18. g4 Rf4
19. Bxd5+ Bxd5
20. Qxd5+ R4f7
21. Ng5 a5
22. Nxf7 Rc8
23. Nh6+ Kf8
24. Qf7#",1-0,gpt-3.5-turbo-instruct,Stockfish 1,1,0,0,0,False,False,False,False,gpt-3.5-turbo-instruct vs. Stockfish 1,24,11.62777328491211
1695410703-2164,"[Event ""FIDE World Championship Match 2024""]
[Site ""Los Angeles, USA""]
[Date ""2024.12.01""]
[Round ""5""]
[White ""Carlsen, Magnus""]
[Black ""Nepomniachtchi, Ian""]
[Result ""1-0""]
[WhiteElo ""2885""]
[White Title ""GM""]
[WhiteFideId ""1503014""]
[BlackElo ""2812""]
[BlackTitle ""GM""]
[BlackFideId""4168119""]
[TimeControl40/7200:20/3600:900+30""]
[UTCDate ""2024.11.27""]
[UTCTime ""09:01:25""]
[Variant ""Standard']
1. e4 e6
2. d4 Be7
3. Nc3 a6
4. Nf3 b5
5. Bd3 c5
6. dxc5 Qa5
7. O-O Nc6
8. Be3 Bb7
9. a3 Nf6
10. b4 Qc7
11. h3 O-O
12. Qd2 Nh5
13. g4 Nf6
14. Bf4 Qc8
15. e5 Ne8
16. Ne4 a5
17. c3 f6
18. exf6 Nxf6
19. Nd6 Qc7
20. Nxb5 Qc8
21. Nd6 Qb8
22. b5 Nd8
23. Ne5 Bd5
24. c4 Bb7
25. Bc2 Nh5
26. gxh5 Qc7
27. Qd3 Rf5
28. Nxf5 exf5
29. Qxf5 g6
30. hxg6 Ba6
31. gxh7+ Kh8
32. Ng6+ Kxh7
33. Nxe7+ Kh8
34. Qh7#",1-0,gpt-3.5-turbo-instruct,Stockfish 1,1,0,0,0,False,False,False,False,gpt-3.5-turbo-instruct vs. Stockfish 1,34,15.10672402381897
1695410736-4912,"[Event ""FIDE World Championship Match 2024""]
[Site ""Los Angeles, USA""]
[Date ""2024.12.01""]
[Round ""5""]
[White ""Carlsen, Magnus""]
[Black ""Nepomniachtchi, Ian""]
[Result ""1-0""]
[WhiteElo ""2885""]
[White Title ""GM""]
[WhiteFideId ""1503014""]
[BlackElo ""2812""]
[BlackTitle ""GM""]
[BlackFideId""4168119""]
[TimeControl40/7200:20/3600:900+30""]
[UTCDate ""2024.11.27""]
[UTCTime ""09:01:25""]
[Variant ""Standard']
1. e4 e6
2. d4 h6
3. Nf3 d6
4. Nc3 Bd7
5. Bc4 Ne7
6. O-O g5
7. Be3 Bg7
8. Qd2 Ng6
9. Rad1 a6
10. a4 Qe7
11. Rfe1 Nc6
12. d5 Na5
13. Ba2 g4
14. Nd4 c5
15. dxc6 Nxc6
16. Nxc6 Bxc6
17. Qxd6 Qxd6
18. Rxd6 Rc8
19. Bb3 Ne5
20. Red1 Bf6
21. Bd4 Kf8
22. Ne2 Rg8
23. Ng3 Rg5
24. Be3 Ke8
25. Bxg5 hxg5
26. c3 Rb8
27. Bc2 Ke7
28. b4 Rh8
29. Bb3 Rc8
30. c4 Be8
31. c5 Nc6
32. b5 Nb4
33. bxa6 Nxa6
34. Rb6 Bc6
35. Bc4 Nxc5
36. Bb5 Kf8
37. Bxc6 Rxc6
38. Rxc6 bxc6
39. a5 Ke7
40. Rc1 Nd3
41. Rxc6 Kd7
42. Rc3 Bxc3
43. a6 Kc8
44. Ne2 Be5
45. g3 Bg7
46. Kg2 Be5
47. f4 gxf4
48. gxf4 Nxf4+
49. Nxf4 Bxf4
50. h3 gxh3+
51. Kxh3 Kb8
52. Kg4 Be5
53. Kg5 Bd4
54. Kh6 Be5
55. Kh7 Ka7
56. Kg8 f5
57. exf5 exf5
58. Kf7 f4
59. Ke6 Ba1
60. Kf5 f3
61. Ke4 f2
62. Kd5 Kxa6
63. Kc4 f1=Q+
64. Kb3 Bd4
65. Kb4 Bg1
66. Kc3 Ba7
67. Kb4 Qd3
68. Ka4 Qc4+
69. Ka3 Qc2
70. Kb4 Bd4
71. Ka3 Qc3+
72. Ka4 Qc2+
73. Kb4 Bb6
74. Ka3 Bc5#",0-1,gpt-3.5-turbo-instruct,Stockfish 1,0,1,0,0,False,False,False,False,gpt-3.5-turbo-instruct vs. Stockfish 1,75,33.09530687332153
1695410749-1792,"[Event ""FIDE World Championship Match 2024""]
[Site ""Los Angeles, USA""]
[Date ""2024.12.01""]
[Round ""5""]
[White ""Carlsen, Magnus""]
[Black ""Nepomniachtchi, Ian""]
[Result ""1-0""]
[WhiteElo ""2885""]
[White Title ""GM""]
[WhiteFideId ""1503014""]
[BlackElo ""2812""]
[BlackTitle ""GM""]
[BlackFideId""4168119""]
[TimeControl40/7200:20/3600:900+30""]
[UTCDate ""2024.11.27""]
[UTCTime ""09:01:25""]
[Variant ""Standard']
1. e4 e5
2. Nf3 Nc6
3. Bb5 a6
4. Ba4 Bc5
5. O-O d6
6. c3 Nf6
7. d4 b5
8. Bc2 Ba7
9. h3 Rb8
10. Be3 Bb6
11. Nbd2 h6
12. Re1 Nh7
13. Nf1 Ng5
14. N1h2 exd4
15. cxd4 Ba5
16. Re2 Nxf3+
17. Nxf3 Ne7
18. d5 Bb6
19. Nd4 a5
20. Rc1 Ng6
21. Nc6 Qh4
22. Nxb8 Bxh3
23. gxh3 Qxh3
24. Qf1 Qg4+
25. Kh2 Nf4
26. Bxf4 Qxf4+
27. Kh3 Qf3+
28. Kh4 g5#",0-1,gpt-3.5-turbo-instruct,Stockfish 1,0,1,0,0,False,False,False,False,gpt-3.5-turbo-instruct vs. Stockfish 1,29,12.96284818649292
